,NestID,Length,TotalLength,ItemNumber,RemainingLength
20608,4484,5417,12918,00698,82.0
39811,9217,492,8000,00698,0.0
2771,4203,1403,2996,00698,0.0
3481,9691,2767,13000,00698,0.0
45314,10244,304,6631,00698,0.0
9904,1889,7975,7975,00698,25.0
21958,8976,471,5623,00698,377.0
27427,7611,994,7847,00698,5153.0
40325,8668,555,7939,00698,61.0
30924,10548,450,8000,00698,0.0
11057,3197,446,5285,00698,0.0
52626,929,1710,4364,00699,8636.0
45315,10244,304,6631,00699,0.0
24517,2782,2880,4800,00699,583.0
39401,8604,360,1469,00699,3367.0
27424,7610,994,12993,00699,7.0
8136,5328,1380,13000,00699,0.0
41973,10162,659,8000,00699,0.0
3482,9691,2767,13000,00699,0.0
30952,10554,492,7988,00699,12.0
5145,6169,492,8000,00699,0.0
14489,1238,422,6000,00699,0.0
51747,5952,1087,2174,00699,363.0
14682,9938,2215,7547,00699,453.0
42172,4608,492,10240,00699,0.0
39812,9217,492,8000,00699,0.0
21957,8972,493,6000,00699,0.0
2770,4202,265,2996,00699,0.0
9905,1890,7975,7975,00699,25.0
18944,7863,2826,11304,00699,1696.0
8174,5329,1358,13000,00700,0.0
30396,4538,741,2733,00700,31.0
35692,11386,425,8000,00700,0.0
40305,8663,458,2925,00700,0.0
45324,10245,423,2035,00700,0.0
46853,21,5099,5099,00700,901.0
21971,9028,395,395,00700,2015.0
27412,7605,1119,13000,00700,0.0
2769,4202,347,2996,00700,0.0
9906,1891,7975,7975,00700,25.0
14490,1239,491,4495,00700,1505.0
41662,111,750,8000,00700,0.0
51755,5956,5797,5797,00700,2203.0
39813,9217,492,8000,00700,0.0
43429,206,7150,12919,00701,81.0
21965,8983,1722,8000,00701,0.0
35724,11395,2462,7987,00701,13.0
37471,5845,850,2030,00701,20.0
52511,3291,620,6483,00701,45.0
3157,3802,491,5892,00701,108.0
3491,9693,1367,12938,00701,62.0
9907,1892,7975,7975,00701,25.0
14491,1239,491,4495,00701,1505.0
2772,4211,1401,13000,00701,0.0
39790,9216,491,8000,00701,0.0
46850,18,2814,2814,00701,3186.0
26813,1813,523,2421,00701,1.0
8480,7556,642,13000,00702,0.0
34305,4430,3708,7944,00702,56.0
32361,10810,4300,4300,00702,3700.0
43430,206,4619,12919,00702,81.0
10631,2208,2641,8000,00702,0.0
38887,8559,1998,13000,00702,0.0
10321,1748,761,3273,00702,4727.0
3251,3798,330,3876,00702,0.0
39814,9217,492,8000,00702,0.0
15312,9918,3075,8000,00702,0.0
7500,4234,493,5994,00702,6.0
35717,11405,2456,7368,00702,632.0
14487,1237,286,3202,00702,0.0
41940,10165,1043,2890,00702,5110.0
50228,6354,1280,4713,00702,8287.0
21934,8976,472,5623,00702,377.0
9724,1896,7950,7950,00702,50.0
34331,4438,7750,7750,00703,250.0
36651,2425,493,5992,00703,8.0
28856,2831,492,5999,00703,1.0
24561,2786,414,2070,00703,689.0
39782,9216,492,8000,00703,0.0
9756,1906,7800,7800,00703,200.0
43394,202,1493,13000,00703,0.0
51758,5958,2802,11208,00703,1792.0
7495,4230,293,5031,00703,0.0
10709,2216,1491,8000,00703,0.0
21926,8971,468,6000,00703,0.0
41938,10164,937,7963,00703,37.0
8474,7555,697,13000,00703,0.0
35733,11389,1389,8000,00703,0.0
14492,1239,491,4495,00703,1505.0
44841,6396,11250,11250,00703,1750.0
651,9557,427,2816,00703,0.0
44724,6384,361,2278,00704,72.0
28857,2831,492,5999,00704,1.0
4676,8762,492,7634,00704,366.0
34698,6843,493,5003,00704,997.0
24562,2786,414,2070,00704,689.0
9744,1904,7400,7892,00704,108.0
26817,1814,217,2414,00704,0.0
7501,4234,493,5994,00704,6.0
52040,150,3260,3260,00704,2740.0
28255,5279,1991,12956,00704,44.0
39751,9210,342,4686,00704,3.0
14486,1237,491,3202,00704,0.0
667,9561,2860,13000,00704,0.0
39405,8604,197,1469,00704,3367.0
24563,2786,414,2070,00705,689.0
28254,5279,1992,12956,00705,44.0
14889,4667,6900,7594,00705,406.0
39435,8609,491,8000,00705,0.0
39752,9210,342,4686,00705,3.0
7497,4230,220,5031,00705,0.0
27055,1813,519,2421,00705,1.0
35701,11406,2396,6946,00705,1054.0
41736,104,256,5989,00705,11.0
38871,8548,413,13000,00705,0.0
21935,8976,471,5623,00705,377.0
51949,6616,576,4372,00705,3628.0
27072,2894,556,6000,00705,0.0
14488,1237,267,3202,00705,0.0
9742,1903,7400,7892,00705,108.0
34703,6843,490,5003,00705,997.0
37534,5851,2846,2846,00705,5154.0
652,9557,427,2816,00705,0.0
21928,8972,493,6000,00706,0.0
27056,1814,217,2414,00706,0.0
37529,5846,2846,8000,00706,0.0
34699,6843,493,5003,00706,997.0
3144,3799,291,6000,00706,0.0
39425,8608,497,8000,00706,0.0
27979,5275,1991,13000,00706,0.0
7496,4230,221,5031,00706,0.0
9740,1902,7400,7892,00706,108.0
52156,10433,1353,7268,00706,732.0
41737,104,256,5989,00706,11.0
14886,4661,694,7822,00706,178.0
14520,1238,716,6000,00706,0.0
28985,2832,398,3461,00706,2539.0
764,9560,2423,13000,00706,0.0
44726,6386,2536,7950,00706,50.0
35700,11405,2456,7368,00706,632.0
11024,3179,2280,7968,00706,32.0
9738,1901,7400,7892,00707,108.0
775,9565,2774,12998,00707,2.0
45855,7666,318,1478,00707,1692.0
27067,2892,555,3550,00707,0.0
14970,4683,412,11360,00707,0.0
34700,6843,493,5003,00707,997.0
27983,5276,1992,13000,00707,0.0
7498,4233,495,6000,00707,0.0
50223,6353,1280,2293,00707,57.0
39462,8611,492,8000,00707,0.0
37530,5846,2846,8000,00707,0.0
23273,8425,1930,8000,00707,0.0
39747,9210,492,4686,00707,3.0
21932,8972,470,6000,00707,0.0
41738,104,256,5989,00707,11.0
14523,1239,702,4495,00707,1505.0
774,9565,2914,12998,00708,2.0
14976,4689,7483,13000,00708,0.0
39436,8609,491,8000,00708,0.0
35698,11394,2456,8000,00708,0.0
29972,8931,280,8000,00708,0.0
39748,9210,492,4686,00708,3.0
3288,3821,591,4972,00708,-9.09e-13
7506,4237,554,5977,00708,23.0
1421,7057,1174,13000,00708,0.0
5872,5878,1078,6000,00708,0.0
41735,104,256,5989,00708,11.0
28218,5268,373,8270,00708,0.0
27399,7603,330,10819,00708,0.0
27071,2893,415,6000,00708,0.0
27400,7603,330,10819,00709,0.0
9736,1900,7400,7892,00709,108.0
7505,4236,556,5979,00709,21.0
35699,11394,2456,8000,00709,0.0
42002,10162,704,8000,00709,0.0
5873,5878,1078,6000,00709,0.0
29973,8931,280,8000,00709,0.0
34701,6843,493,5003,00709,997.0
755,9558,2885,13000,00709,0.0
27943,5268,373,8270,00709,0.0
51945,6615,1155,7935,00709,65.0
39842,9219,494,8000,00709,0.0
41126,10710,311,7431,00709,3574.0
10933,3151,556,6000,00709,0.0
14971,4684,7483,13000,00709,0.0
41734,104,256,5989,00709,11.0
27070,2893,416,6000,00709,0.0
14477,5524,2144,3135,00710,90.0
23421,8425,1930,8000,00710,0.0
779,9567,2910,11640,00710,1360.0
51754,5955,5797,5797,00710,2203.0
7504,4235,556,5979,00710,21.0
3145,3799,291,6000,00710,0.0
30056,8950,492,7872,00710,128.0
39817,9217,196,8000,00710,0.0
41733,104,256,5989,00710,11.0
39437,8609,491,8000,00710,0.0
8248,7516,492,8000,00710,0.0
26728,2896,493,5912,00710,88.0
51943,6615,4255,7935,00710,65.0
14135,1237,484,3202,00710,0.0
9734,1899,7400,7892,00710,108.0
47129,4714,3900,7800,00711,200.0
7493,4230,487,5031,00711,0.0
8308,7547,2894,13000,00711,0.0
17434,3922,2300,2300,00711,196.0
21771,8969,393,6000,00711,0.0
39463,8611,492,8000,00711,0.0
10934,3151,556,6000,00711,0.0
14136,1238,490,6000,00711,0.0
42004,10162,654,8000,00711,0.0
52039,149,3260,3260,00711,2740.0
27019,2897,491,5759,00711,241.0
51748,5952,1087,2174,00711,363.0
777,9566,1550,12977,00711,23.0
9732,1898,7400,7892,00711,108.0
39783,9216,492,8000,00711,0.0
41936,10163,920,8000,00712,0.0
41116,10700,350,7995,00712,5.0
51745,5951,5797,6884,00712,164.0
52069,11243,315,11700,00712,0.0
27026,2944,646,2474,00712,0.0
21777,8974,493,5916,00712,84.0
52843,1499,3341,3341,00712,2659.0
45718,9284,512,5052,00712,3.0
3158,3802,491,5892,00712,108.0
8302,7545,2894,13000,00712,0.0
46198,894,1299,4744,00712,1256.0
22221,8047,1240,5986,00712,14.0
10935,3151,556,6000,00712,0.0
770,9562,1550,13000,00712,0.0
47130,4714,3900,7800,00712,200.0
13726,5520,1493,3774,00712,0.0
31443,5154,1050,13000,00713,0.0
11056,3151,323,6000,00713,0.0
14137,1238,490,6000,00713,0.0
27411,7604,377,2040,00713,0.0
27025,2944,839,2474,00713,0.0
33626,2650,177,6000,00713,0.0
3252,3798,330,3876,00713,0.0
45719,9284,512,5052,00713,3.0
7410,4236,493,5979,00713,21.0
51746,5951,1087,6884,00713,164.0
41912,10148,1384,8000,00713,0.0
52071,11244,304,4406,00713,8594.0
21784,8979,491,8000,00713,0.0
46896,5366,922,7684,00714,316.0
14138,1238,490,6000,00714,0.0
31269,1939,493,6000,00714,0.0
41744,104,101,5989,00714,11.0
46197,893,1112,3612,00714,0.0
45363,10254,935,8000,00714,0.0
53094,9302,468,1404,00714,948.0
8313,7549,2800,13000,00714,0.0
47133,4716,4338,6473,00714,1527.0
52844,1500,3341,3341,00714,2659.0
11055,3150,292,3785,00714,0.0
26886,2896,492,5912,00714,88.0
21786,8979,486,8000,00714,0.0
52022,11243,908,11700,00714,0.0
7411,4236,493,5979,00714,21.0
47132,4715,2135,6473,00715,1527.0
32352,10790,492,8000,00715,0.0
34691,6842,494,5701,00715,15.0
52019,11243,1036,11700,00715,0.0
53355,1102,825,825,00715,1611.0
26888,2897,491,5759,00715,241.0
53095,9302,468,1404,00715,948.0
29974,8931,280,8000,00715,0.0
45369,10255,657,7967,00715,33.0
14139,1238,490,6000,00715,0.0
44631,1414,2744,7467,00715,0.0
10467,2231,1119,6807,00715,1193.0
25313,3031,2244,2244,00715,10756.0
30907,10547,450,8000,00715,0.0
3471,9690,1367,13000,00715,0.0
42014,10164,704,7963,00715,37.0
10449,2202,393,8000,00716,0.0
26878,2896,493,5912,00716,88.0
18751,7858,2070,7547,00716,0.0
51759,5958,2802,11208,00716,1792.0
46160,912,6362,6362,00716,1638.0
52840,1496,3353,3353,00716,2647.0
45360,10253,520,5210,00716,0.0
8295,7541,412,5226,00716,0.0
42013,10164,704,7963,00716,37.0
44638,1414,457,7467,00716,0.0
10940,3163,643,8000,00716,0.0
42591,9134,375,2033,00716,7.0
7412,4236,493,5979,00716,21.0
34451,4425,631,8000,00716,0.0
33988,10520,353,353,00716,7647.0
30755,3470,3394,12262,00716,738.0
24289,2745,493,8000,00716,0.0
4513,8714,415,8000,00716,0.0
48446,284,989,989,00716,5737.0
53096,9302,468,1404,00716,948.0
39819,9218,618,8000,00717,0.0
26879,2896,493,5912,00717,88.0
45358,10253,521,5210,00717,0.0
44665,1426,2744,2744,00717,454.0
1086,9525,2805,5610,00717,2390.0
46159,911,1175,3141,00717,648.0
14172,1286,493,13000,00717,0.0
33986,10519,353,7890,00717,110.0
42012,10164,704,7963,00717,37.0
38809,9171,342,5335,00717,1.0
24290,2745,493,8000,00717,0.0
20591,4480,415,2428,00717,19.0
7405,4235,493,5979,00717,21.0
6000,8813,196,5007,00717,0.0
41752,105,92,1724,00717,4276.0
14173,1286,493,13000,00718,0.0
7401,4232,491,6000,00718,0.0
6017,8818,534,6000,00718,0.0
10494,2242,380,2865,00718,20.0
44639,1414,457,7467,00718,0.0
26870,2893,470,6000,00718,0.0
1087,9525,2805,5610,00718,2390.0
45684,9285,491,2020,00718,80.0
46893,5365,7425,7837,00718,163.0
30403,4539,554,3055,00718,2945.0
34692,6842,494,5701,00718,15.0
42011,10164,704,7963,00718,37.0
52839,1495,3354,3354,00718,2646.0
24291,2745,493,8000,00718,0.0
33987,10519,353,7890,00718,110.0
48332,8648,491,2926,00718,0.0
52918,308,576,1871,00718,5750.0
8311,7548,2114,13000,00718,0.0
30404,4539,554,3055,00719,2945.0
40610,257,2103,12988,00719,12.0
6013,8818,556,6000,00719,0.0
26872,2893,465,6000,00719,0.0
40844,5120,570,8000,00719,0.0
14174,1286,493,13000,00719,0.0
1085,9524,2805,5619,00719,2381.0
35705,11384,270,3927,00719,-4.55e-13
24284,2744,493,4675,00719,0.0
39843,9219,494,8000,00719,0.0
53352,1101,826,2477,00719,667.0
10508,2258,380,6156,00719,0.0
33920,10492,353,5773,00719,0.0
7544,4252,458,8000,00719,0.0
8312,7548,2114,13000,00719,0.0
40611,257,1279,12988,00720,12.0
52151,10432,2186,3832,00720,6.0
52835,1491,3357,3357,00720,2643.0
10374,2243,380,2086,00720,14.0
35710,11393,1178,8000,00720,0.0
26871,2893,470,6000,00720,0.0
6014,8818,556,6000,00720,0.0
31473,5160,2115,12996,00720,4.0
36174,10587,451,5985,00720,15.0
42334,6815,1458,11214,00720,0.0
24369,2744,414,4675,00720,0.0
8300,7544,2515,13000,00720,0.0
1074,9485,456,8000,00720,0.0
42134,1072,1493,8000,00720,0.0
7406,4235,493,5979,00720,21.0
14175,1286,493,13000,00720,0.0
26880,2896,493,5912,00721,88.0
40525,9245,419,2346,00721,3654.0
36173,10587,2241,5985,00721,15.0
34693,6842,494,5701,00721,15.0
21886,8969,346,6000,00721,0.0
8511,7526,2579,7997,00721,3.0
42159,1100,4869,4869,00721,3131.0
10375,2243,380,2086,00721,14.0
10080,1700,494,4650,00721,1350.0
7407,4235,493,5979,00721,21.0
1073,9484,537,2050,00721,0.0
6015,8818,556,6000,00721,0.0
42150,1081,4869,7861,00722,139.0
39768,9213,556,3262,00722,23.0
1080,9493,619,8000,00722,0.0
9875,1880,1898,7994,00722,6.0
10042,1697,466,4777,00722,0.0
33818,10492,353,5773,00722,0.0
52836,1492,3357,3357,00722,2643.0
52516,3291,541,6483,00722,45.0
7402,4232,491,6000,00722,0.0
35688,11386,484,8000,00722,0.0
52153,10432,316,3832,00722,6.0
42015,10164,704,7963,00722,37.0
42610,9138,2320,13000,00722,0.0
52947,1433,709,2330,00723,601.0
26890,2897,486,5759,00723,241.0
7789,4308,1886,2407,00723,93.0
23738,992,353,3507,00723,0.0
10812,3159,379,8000,00723,0.0
1078,9489,701,8000,00723,0.0
10084,1700,493,4650,00723,1350.0
52013,11244,1035,4406,00723,8594.0
33921,10492,353,5773,00723,0.0
6004,8815,256,6000,00723,0.0
8514,7532,2679,7937,00723,63.0
36679,2435,3778,6919,00723,1081.0
39769,9213,556,3262,00723,23.0
34704,6843,490,5003,00723,997.0
42137,1072,1150,8000,00723,0.0
34694,6842,494,5701,00724,15.0
14362,1239,490,4495,00724,1505.0
26881,2896,493,5912,00724,88.0
39771,9213,486,3262,00724,23.0
10052,1698,493,6000,00724,0.0
52010,11243,632,11700,00724,0.0
24670,5216,3045,6090,00724,1910.0
8539,7534,2679,7937,00724,63.0
33922,10492,353,5773,00724,0.0
41992,10153,3447,7888,00724,112.0
52838,1494,3356,3356,00724,2644.0
30399,4538,310,2733,00724,31.0
5999,8813,246,5007,00724,0.0
42139,1073,1492,8000,00724,0.0
15566,6485,694,11072,00725,0.0
23729,989,4400,4400,00725,3600.0
31874,2480,1544,1544,00725,1115.0
21885,8969,368,6000,00725,0.0
48338,8649,492,2773,00725,25.0
42017,10165,804,2890,00725,5110.0
42122,1069,1150,3372,00725,0.0
10146,1706,410,4245,00725,0.0
3440,9692,2917,12995,00725,5.0
14363,1239,490,4495,00725,1505.0
45325,10245,423,2035,00725,0.0
8535,7532,2579,7937,00725,63.0
6016,8818,556,6000,00725,0.0
52012,11244,1069,4406,00725,8594.0
24632,5214,3047,6094,00725,1906.0
33819,10492,353,5773,00725,0.0
52837,1493,3356,3356,00726,2644.0
30795,3430,488,4925,00726,1075.0
3395,9682,2867,9345,00726,0.0
43135,8794,834,12987,00726,13.0
36255,10591,389,8000,00726,0.0
14092,2070,1003,13000,00726,0.0
5371,6172,2050,7992,00726,8.0
8536,7533,2679,7937,00726,63.0
29949,8930,280,8000,00726,0.0
10145,1706,419,4245,00726,0.0
40282,8664,548,2279,00726,0.0
26882,2896,493,5912,00726,88.0
42005,10163,704,8000,00726,0.0
7645,4231,228,6000,00727,0.0
52009,11243,791,11700,00727,0.0
38831,9155,362,6565,00727,0.0
39772,9213,486,3262,00727,23.0
6011,8817,554,6000,00727,0.0
21261,8495,533,8000,00727,0.0
39370,11339,1491,7988,00727,12.0
3422,9685,609,12999,00727,1.0
8524,7508,468,6000,00727,0.0
26889,2897,491,5759,00727,241.0
26927,1227,5454,12929,00727,71.0
40324,8668,649,7939,00727,61.0
42006,10163,704,8000,00727,0.0
33826,10493,694,8000,00727,0.0
14107,2076,9551,12202,00727,798.0
23971,385,493,5823,00727,177.0
37720,1380,3225,12997,00727,3.0
7353,4238,493,2992,00728,3008.0
47397,5386,994,4472,00728,5.0
23972,385,493,5823,00728,177.0
26873,2894,492,6000,00728,0.0
48960,10231,288,2217,00728,695.0
3429,9687,2917,12778,00728,222.0
36199,10606,494,13000,00728,0.0
5492,5929,1055,13000,00728,0.0
42007,10163,704,8000,00728,0.0
52011,11243,498,11700,00728,0.0
30787,3425,469,3045,00728,0.0
40606,256,430,10904,00728,0.0
38832,9155,362,6565,00728,0.0
48316,8646,493,5990,00728,10.0
26928,1227,5454,12929,00728,71.0
52842,1498,3347,3347,00728,2653.0
6008,8817,556,6000,00728,0.0
30057,8950,492,7872,00728,128.0
20594,4481,492,2383,00729,64.0
8573,7545,1488,13000,00729,0.0
7354,4238,493,2992,00729,3008.0
26874,2894,492,6000,00729,0.0
40211,3676,2452,13000,00729,0.0
14358,1238,490,6000,00729,0.0
40846,5121,994,7993,00729,7.0
30058,8950,492,7872,00729,128.0
52008,11243,815,11700,00729,0.0
38833,9155,362,6565,00729,0.0
23964,384,493,6000,00729,0.0
41289,10676,547,12952,00729,48.0
48317,8646,493,5990,00729,10.0
53012,2413,3283,3283,00729,2717.0
6009,8817,556,6000,00729,0.0
3469,9690,2767,13000,00729,0.0
32302,10814,889,12921,00729,79.0
26148,6406,560,8000,00729,0.0
35622,11397,2620,7861,00730,139.0
10943,3172,2195,7999,00730,1.0
26875,2894,492,6000,00730,0.0
39512,8612,494,7993,00730,7.0
8571,7544,655,13000,00730,0.0
52841,1497,3347,3347,00730,2653.0
6010,8817,556,6000,00730,0.0
22598,9110,493,1972,00730,150.0
814,9517,2905,5810,00730,2190.0
48972,10233,515,2354,00730,12.0
47409,5387,328,7988,00730,12.0
52917,308,577,1871,00730,5750.0
37662,1378,519,13000,00730,0.0
21840,8971,556,6000,00730,0.0
14359,1238,490,6000,00730,0.0
24370,2744,414,4675,00731,0.0
815,9517,2905,5810,00731,2190.0
41721,104,256,5989,00731,11.0
53013,2414,3261,3261,00731,2739.0
39214,3645,1994,12915,00731,85.0
40602,256,2003,10904,00731,0.0
40502,9241,471,4979,00731,0.0
31019,10545,165,8000,00731,0.0
39513,8612,494,7993,00731,7.0
46894,5365,412,7837,00731,163.0
38173,11364,2406,13000,00731,0.0
8569,7542,655,2099,00731,1.0
5168,6204,244,13000,00731,0.0
14360,1238,490,6000,00731,0.0
21841,8971,556,6000,00731,0.0
26876,2894,492,6000,00731,0.0
40603,256,1279,10904,00732,0.0
46196,893,1200,3612,00732,0.0
5869,5931,945,13000,00732,0.0
6001,8814,480,6000,00732,0.0
46878,5362,1208,7997,00732,3.0
